name	Active_1	CR_1	Active_2	Active_3	CR_2	Active_4	CR_3	CR_4	CR_5	Active_5	Active_6	CR_6	Active_7	Active_8	CR_7	CR_8	Active_9	CR_9	CR_10	Healthy_1	Healthy_2	Healthy_3	Healthy_4	Healthy_5	Healthy_6	Healthy_7	Healthy_8	Healthy_9
hsa-miR-548h-5p	0.5	1.82	1.4	0	0	0	0.3	0	1.83	0.1	0.92	0	2.07	0.92	0.62	0.2	0.87	0.2	0	0.83	2.32	0.2	0.71	0.47	0.9	1.71	0.4	0.9
hsa-miR-548i	0	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-548j-3p	0	0	2	0	0	0	0	0	0	2	0	0	1	1	2	0	6	0	0	1	6	7	3	0	6	1	0	13
hsa-miR-548j-5p	29	20.5	67	4	3	3	18	7	5	47.5	56	2	92	14	1	18	122	11	5	13	11	24.5	15	16	28.5	19	1	24
hsa-miR-548k	65	56	101	0	12	7	42	28	32	94.5	105.5	5	147	18	0	53	272	21	6	38	52	50	41	94	136	53	14	31
hsa-miR-548l	3	0	3	1	0	2	1	0	7	4	10	1	11	0	0	0	12	3	1	3	1	0	0	0	6	0	2	0
hsa-miR-548n	2	1	3	0	0	6	1	0	5	5.5	10	0	13.5	0	0	0	13.5	0	1	1	1	1	0	1	5	0	0	2
hsa-miR-548o-3p	5	12	9.5	0.5	0	2	4.5	2.5	26	8.33	14	0	12.5	1.5	2	11	38.5	1.5	0	6	4	6.5	6.17	11.5	22.25	9.5	3	5.5
hsa-miR-548o-5p	2	10.17	9.83	0	0.5	1.25	1.5	0	3.58	6.42	6.88	1.67	6.83	1	0.67	1	7.58	0.25	0.67	3.67	10.25	10.33	8.75	8.5	11.08	14.92	5.5	1.58
hsa-miR-548p	0.5	1.33	0	0	0	0	2	0	3	4.5	0	0	0.33	0	0	0	1	0	0	0	0	1	0.67	2	3.75	0	2	1
hsa-miR-548q	4	4	4	0	0	0	10	3	0	3	0	0	7	0	0	0	4	0	1	1	1	1	1	0	1	2	0	2
hsa-miR-548s	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-548t-3p	0	0.33	0.67	0	0	0	0	0	0	0.33	0.67	0.33	0.67	0	0	0	1	0	0	0	1	0	0.33	0	0.5	0.67	0	1.33
hsa-miR-548t-5p	0	0	0.5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0	0.5
hsa-miR-548u	2	6	0	0	2	0	0	0	0	3	1	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-548w	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.25	0	0	0
hsa-miR-548x-5p	0.5	1.82	0.65	0	0	0.25	0.3	0	1.83	0.68	0.92	0	1.5	0.32	0.62	0.2	0.25	0.2	0	0.5	2.82	0.2	0.56	0.3	1.23	1.76	0.4	0.7
hsa-miR-548z	0	0.33	0	0	0	0	0	0	0	1.5	0.33	0	1	0	0	0	1	0	0	0	0.67	0.83	0	0.67	1.67	0	0	0
hsa-miR-549a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-549a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
hsa-miR-550a-3-5p	0.33	0	6	0	0	1	0.33	0	1	0	6.33	0.33	1.33	0	0	0	10	0	0	2.33	0.33	2	2	0	0	0	2	0
hsa-miR-550a-3p	27	17.33	17.33	3	6.67	5	12.67	17.33	29.33	30	23	4	57.67	18.67	14	16.33	60	7.67	18.67	12	15.67	17	10.2	19.93	34.53	12.33	16	5
hsa-miR-550a-5p	17.83	6	13	0	0.5	1.5	7.33	2.5	12	16	11.83	0.33	23.83	4.5	2.5	3.5	19.5	0	0	3.83	5.83	6.5	2.5	7.5	10	2.5	0.5	0
hsa-miR-550b-2-5p	1.5	0	1.5	0	1	0	0	0	0	1.5	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0.5	0	0	0	0
hsa-miR-550b-3p	0.5	2.5	2	0	0	0.5	0	0	0	2.5	0.5	2	4.5	0	0	2	2	0	0	0	1	0.5	0.2	0.6	0.2	0	0	0
hsa-miR-551a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0
hsa-miR-551b-3p	1	0	2	1	0	0	1	1	0	3	1	0	0	0	0	0	13	0	0	0	14	3	5	8	15	14	2	5
hsa-miR-551b-5p	5	2	0	0	0	0	0	0	0	0	1	0	4	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-552-3p	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-552-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-556-3p	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0
hsa-miR-556-5p	5	14	22	0	0	0	17	7	0	16	22	0	10	1	0	0	49	0	1	10	14	17	9	15	36	13	3	7
hsa-miR-5572	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5581-3p	7	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5
hsa-miR-5582-3p	0	2	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	1	0	1	0	1	3	0	0	0
hsa-miR-5584-5p	1	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-5585-3p	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	2	0
hsa-miR-5585-5p	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5586-3p	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5586-5p	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-5587-3p	0	3	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5587-5p	2	0	1	0	0	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	1	0	0	0
hsa-miR-5588-5p	2	1	1	0	0	0	0	0	0	3	2	0	9	0	0	6	10	0	0	0	1	1	0	5	3	0	0	1
hsa-miR-561-5p	0	3	3	0	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	3	2	0	0	0
hsa-miR-5680	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-5683	11	11	2	2	0	0	8	0	70	2	1	2	7	7	4	30	3	0	4	1	8	1	0	3	3	26	4	0
hsa-miR-5684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-5689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5690	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-5695	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	1	0
hsa-miR-5696	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-5697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-5698	2	3	16	0	1	0	0	0	0	10	17	1	17	0	0	4	47	0	1	0	0	6	6	6	4	0	0	0
hsa-miR-5699-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-570-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-570-5p	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	0	0	0
hsa-miR-5701	0	0.33	0	0	1.33	0	0	0	0	0	0	0	1	0	0	0	0.33	0	0	1	0.33	0.33	1	0	0	1	0	0
hsa-miR-5706	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	1	4	0	1	1	0	1	2	0	2	0	0	4
hsa-miR-574-3p	183	77	89	11	18	29	79	54	69	292	198	15	396	32	59	61	458	27	21	114	97	196	84	135	334	221	83	49
hsa-miR-574-5p	255	121	472	13	17	43	112	43	21	544	828	33	1948	48	22	36	1412	34	44	137	67	386	114	227	420	126	76	58
hsa-miR-576-3p	12	8	6	0	0	1	3	0	0	17	9	0	26	10	0	0	12	9	0	2	1	2	4	14	18	8	0	2
hsa-miR-576-5p	51	41	40	2	3	11	28	4	25	40	81	1	135	4	12	5	115	14	5	19	30	30	18	31	50	46	16	18
hsa-miR-577	1	3	0	0	0	0	2	1	17	1	1	0	7	1	0	0	2	0	0	0	2	3	0	2	14	7	0	6
hsa-miR-5787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
hsa-miR-579-3p	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-579-5p	0	1	1	0	0	0	0	0	6	6	0	0	3	1	0	1	14	0	0	1	3	0	0	0	0	0	0	0
hsa-miR-580-3p	9	5	2	0	4	0	0	0	0	6	1	0	7	0	0	1	9	0	1	0	1	2	0	2	1	0	2	1
hsa-miR-580-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-582-3p	4	1	3	0	0	0	0	2	3	1	1	0	2	4	6	3	6	0	2	2	1	0	0	6	4	0	1	0
hsa-miR-582-5p	0	1	0	0	0	0	0	0	0	4	1	0	5	13	0	0	1	0	0	1	0	0	0	2	4	1	0	0
hsa-miR-584-3p	1	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	0	0	1	1	3	2	5	8	0	0	5
hsa-miR-584-5p	7281	4078	7418	452	526	888	1938	1958	2353	11095	7942	621	27717	2232	793	2748	27240	711	990	1916	1139	3518	1244	4823	3812	1335	776	1440
hsa-miR-585-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-589-3p	63	47	54	4	12	11	21	33	21	106	68	17	124	27	8	51	203	3	10	26	37	70	28	64	79	27	22	20
hsa-miR-589-5p	252	93	181	21	29	14	19	173	118	298	174	39	431	62	21	105	538	7	31	49	32	71	46	62	89	47	39	24
hsa-miR-590-3p	25	32	41	7	3	5	18	5	18	36	38	1	96	0	0	10	63	3	0	40	58	42	32	60	129	85	39	40
hsa-miR-590-5p	1	0	0	0	0	0	2	4	3	0	2	0	2	4	0	0	10	0	0	1	2	0	0	2	4	0	1	0
hsa-miR-592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-597-3p	0	0	4	0	0	0	0	0	0	1	1	0	3	0	2	7	8	0	0	0	0	1	0	1	0	0	0	0
hsa-miR-597-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-598-3p	17	17	27	0	1	1	4	3	20	42	13	0	27	8	2	2	44	2	6	10	5	4	8	11	23	13	3	4
hsa-miR-598-5p	2	0	0	0	0	0	0	3	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
hsa-miR-599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-601	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-605-3p	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	1	0	1	0	0	3	0	0	0
hsa-miR-605-5p	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	4	2	3	7	1	0	0
hsa-miR-6068	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-607	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6070	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0
hsa-miR-6073	1	4	0	0	0	0	0	0	0	1	2	0	5	0	0	0	0	0	3	2	0	2	3	2	0	0	0	0
hsa-miR-608	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-6088	9	1	6	0	0	4	3	0	0	2	0	0	0	0	0	0	4	0	2	1	1	0	0	0	0	0	0	0
hsa-miR-6089	0.5	1.5	0.5	0	0	0	0	0	3.5	0	0	0	2	1	0	0	1.5	0	0	0.5	0.5	1	0	1	1	0.5	0	0
hsa-miR-6090	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-610	2	0	2	0	0	0	0	0	0	8	3	0	5	0	0	0	4	1	0	5	1	2	0	3	4	0	0	0
hsa-miR-612	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6125	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6126	4	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	2	0
hsa-miR-6129	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6130	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0.33	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6131	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	3	6	8	2	9	11	1	1	3
hsa-miR-6132	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6134	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.2	0	0	0	0	0	0
hsa-miR-615-3p	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	0	0
hsa-miR-615-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0
hsa-miR-616-3p	6	1	5	0	0	0	1	0	2	9	5	0	12	0	0	0	0	1	0	0	0	2	0	3	6	0	1	5
hsa-miR-616-5p	10	2	12	0	0	0	0	8	6	14	16	4	28	1	0	8	45	0	0	1	6	2	0	1	10	7	1	0
hsa-miR-6165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	0
hsa-miR-619-5p	3	0	0	0	8	1	0	4	0	6	0	0	2	0	0	0	7	1	0	0	0	2	0	1	5	0	0	6
hsa-miR-623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-624-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	4	0	3	0	0	0	1
hsa-miR-624-5p	5	7	5	0	2	0	1	0	2	14	6	2	10	1	0	1	5	0	1	4	4	5	2	3	17	8	6	6
hsa-miR-625-3p	161	116	342	26	24	48	105	48	132	520	587	19	543	44	16	41	807	59	45	157	161	277	43	223	435	169	40	60
hsa-miR-625-5p	180	80	356	26	16	44	82	74	158	684	503	34	492	48	35	70	1272	67	27	156	139	233	69	303	389	140	31	57
hsa-miR-626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-627-3p	4	5	6	0	0	0	5	5	3	10	5	0	10	0	0	1	5	0	0	1	4	3	3	5	6	1	3	5
hsa-miR-627-5p	6	21	15	1	0	0	22	11	2	37	39	2	35	3	0	13	75	3	7	4	21	6	7	14	33	22	7	6
hsa-miR-628-3p	97	68	134	4	7	7	33	15	36	113	129	8	339	23	8	21	226	9	16	75	117	93	59	184	228	141	46	82
hsa-miR-628-5p	60	16	38	2	4	10	3	8	5	21	35	0	132	11	0	1	67	4	1	14	18	17	10	32	53	23	4	16
hsa-miR-629-3p	2	1	1	0	0	0	0	3	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	1	3	0	2
hsa-miR-629-5p	153	18	215	6	0	4	13	25	21	154	112	5	293	13	7	6	403	5	13	25	12	72	19	76	75	16	19	9
hsa-miR-634	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-636	15	11	2	1	1	0	1	14	17	22	13	1	10	8	3	12	15	5	3	2	1	4	1	3	5	9	2	0
hsa-miR-638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-641	5	22	21	0	0	6	0	1	18	18	22	2	27	1	4	11	60	1	1	12	25	32	14	26	69	13	8	17
hsa-miR-642a-3p	0	2	0	1	0	0	0	1	14	0	0	0	0	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0
hsa-miR-642a-5p	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	3	1	0
hsa-miR-643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	2	0	1	0	0	0
hsa-miR-6499-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6500-3p	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6501-3p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6501-5p	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6502-5p	2	0	2	0	0	1	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	1	3	1	0	0
hsa-miR-6503-3p	5	0	0	1	0	1	1	2	0	0	2	0	5	0	0	2	0	0	0	0	0	1	4	0	3	0	0	0
hsa-miR-6503-5p	0	0	0	0	0	0	0	5	0	0	0	0	0	4	0	0	0	1	0	0	0	0	3	2	2	1	0	0
hsa-miR-6504-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6505-5p	0	0	0	0	0	0	0	0	0	0	1	0	6	1	0	0	1	0	0	1	0	0	2	2	1	0	0	0
hsa-miR-6506-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-6508-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
hsa-miR-6509-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6509-5p	4	1	5	0	0	0	0	3	2	15	6	0	17	0	0	1	6	0	0	0	0	0	2	6	0	0	0	0
hsa-miR-651-5p	8	0	12	4	0	0	0	0	0	3	8	0	5	0	2	5	6	0	1	2	0	1	0	4	5	1	2	0
hsa-miR-6510-5p	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6511a-3p	25.25	12.75	21.75	2	3.75	1.75	8.75	13.75	14.25	24.5	21.25	6.75	62.25	15.75	6.25	12	55	1.5	7.75	6.17	7.5	12.5	8.5	12.25	19.5	9.75	6.75	4.75
hsa-miR-6511a-5p	1.67	0	1.33	0	0.33	0	0	0	0	0.17	0.33	0	1.5	0	0	0	4.83	0	0.17	0.33	0	0.83	0.17	1.33	0.5	0.17	0	0
hsa-miR-6511b-3p	45	12.5	23	5	2.5	0	12	15	27	44.5	29	3	84.5	16	4.5	9	76	3.5	2.5	8.67	23	32.5	12.5	19	39.5	30	16.5	9.5
hsa-miR-6511b-5p	1.67	0	1.33	0	0.33	0	0	0	0	0.17	0.33	0	1.5	0	0	0	5.83	0	0.17	0.33	0	0.83	0.17	1.83	1.5	0.17	0.5	0.5
hsa-miR-6512-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-6513-3p	14	5	1	1	0	2	1	0	11	16	10	0	31	5	0	2	14	2	4	2	7	9	5	22	17	9	12	4
hsa-miR-6513-5p	4	13	13	0	0	0	4	6	7	5	10	0	23	1	0	0	12	0	1	2	2	4	1	0	9	6	1	0
hsa-miR-6514-5p	11	5	5	0	0	0	0	0	4	12	2	1	7	0	0	1	4	0	0	1	1	2	2	2	16	4	0	0
hsa-miR-6515-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-6515-5p	6	4	11	0	0	1	3	0	0	18	11	0	24	1	0	9	50	0	3	0	2	3	0	3	1	3	0	0
hsa-miR-6516-3p	3	3	1	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	1	1	0	0	2	6	4	2	0
hsa-miR-6516-5p	14	2	7	0	0	1	0	0	0	13	12	0	49	0	0	2	30	0	0	2	6	7	2	14	19	4	1	3
hsa-miR-652-3p	423	184	386	27	11	25	97	66	149	349	270	28	916	68	36	85	796	41	38	157	205	286	129	334	506	193	89	99
hsa-miR-652-5p	8	1	4	0	0	0	2	6	0	6	3	0	12	0	0	0	15	1	0	5	7	11	6	15	15	10	6	11
hsa-miR-653-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-654-3p	824	250	575	38	29	69	159	203	189	1410	1241	70	2062	136	52	181	290	19	28	708	510	341	202	1124	1632	789	402	307
hsa-miR-654-5p	168	12	110	5	1	25	10	104	24	276	179	3	466	29	5	19	40	2	3	47	26	40	20	104	85	51	16	20
hsa-miR-655-3p	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	0	0
hsa-miR-655-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-656-3p	13	3	8	0	0	1	1	1	0	3	13	0	19	0	0	0	5	0	0	15	11	3	2	12	17	33	8	10
hsa-miR-656-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-658	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-659-3p	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	4	0	0	0
hsa-miR-659-5p	4	2	2	0	0	0	0	3	5	3	3	0	12	1	0	6	10	1	1	2	5	0	0	2	3	0	0	0
hsa-miR-660-3p	0	0	0	0	0	1	0	0	0	1	3	2	8	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-660-5p	118	78	95	17	4	17	28	67	222	185	90	24	141	36	12	114	179	28	28	17	71	39	25	60	99	86	32	31
hsa-miR-664a-3p	43	52	61	1	1	10	44	15	25	58	78	4	137	8	3	4	63	1	8	45	59	51	17	29	114	111	37	30
hsa-miR-664a-5p	34	17	80	1	1	0	4	2	2	51	44	6	236	6	2	1	110	7	4	24	23	50	11	46	77	17	9	15
hsa-miR-664b-3p	2	0	7	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	1	0	0	2	2	1	2
hsa-miR-664b-5p	69	3	115	0	4	3	4	0	0	43	72	1	149	1	3	3	91	1	3	11	10	49	17	46	39	7	10	10
hsa-miR-665	2	0	0	0	0	0	1	0	0	0.5	4	0	17	0	0	4	1	0	0	0	1	1	1	1	2	2	0	0
hsa-miR-668-3p	2	2	1	0	5	3	0	0	0	12	7	0	21	4	3	0	0	0	0	5	4	0	1	22	12	4	5	2
hsa-miR-671-3p	1153	397	860	54	69	77	190	353	242	1432	759	130	2071	330	108	303	3280	108	164	298	238	514	186	528	622	251	143	187
hsa-miR-671-5p	19	9	9	0	0	1	7	2	2	18	14	0	33	0	0	7	75	2	3	14	7	13	2	22	27	8	5	8
hsa-miR-6715b-3p	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6716-3p	7	12	12	0	1	4	0	15	15	16	28	0	59	4	0	3	13	0	0	2	1	9	1	6	13	2	1	1
hsa-miR-6716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6720-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6721-5p	30	15	56	1	0	2	9	6	15	32	36	0	82	3	1	4	42	0	2	9	5	25	3	25	20	2	8	7
hsa-miR-6724-5p	1.25	0.5	0.5	0	0	0.25	0	0.5	0	0.5	5.5	0	6.25	0	0	0.5	2.5	0	0	0.25	0.5	0.25	0.5	0.25	1.25	0	0.25	0
hsa-miR-6726-3p	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	1	1	0	0	0
hsa-miR-6726-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-6727-5p	0	0	1	3	0	2	0	0	2	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0
