	Cancer_011	Cancer_012	Cancer_013	Cancer_014	Cancer_015	Cancer_016	Cancer_017	Cancer_019	Cancer_020	Cancer_022	Cancer_023	Cancer_024	Cancer_025	Cancer_026	Cancer_027	Cancer_028	Cancer_029	Cancer_030	Cancer_031	Cancer_032	Cancer_033	Cancer_034	Cancer_035	Cancer_036	Cancer_037	Cancer_038	Cancer_039	Cancer_040	Cancer_041	Cancer_042	Cancer_043	Cancer_044	Cancer_045	Cancer_046	Cancer_047	Cancer_048	Healthy_001	Healthy_002	Healthy_003	Healthy_004	Healthy_005	Healthy_006	Healthy_007	Healthy_008	Healthy_010
hsa-miR-4734	2	5	0	0	7	0	1	2	0	3	0	8	0	0	0	0	0	9	2	0	0	0	0	6	5	0	10	3	0	1	8	0	0	13	2	6	7	3	1	2	0	2	1	0	0
hsa-miR-4738-3p	0	1	0	1	5	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	4	0	0	0	0	0	1	0	2	1	1	1	1	3	2
hsa-miR-4739	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4740-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	2	0	2	0
hsa-miR-4741	9	3	5	0	10	0	1	1	1	4	3	0	0	0	0	3	0	0	4	0	1	0	8	2	12	0	16	2	0	0	11	2	1	0	10	0	1	0	5	1	1	2	0	0	2
hsa-miR-4742-3p	9	4	1	2	11	2	8	6	0	8	11	0	0	0	0	0	0	0	0	0	6	10	5	16	9	0	12	0	0	0	3	1	1	0	0	0	2	3	0	0	3	3	6	0	0
hsa-miR-4742-5p	9	3	3	0	5	0	0	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	1	1	1	6	2	2	0	1
hsa-miR-4743-5p	2	0	0	0	5	0	0	0	1	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0
hsa-miR-4745-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4745-5p	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4746-5p	8	19	8	4	15	4	7	8	4	22	8	17	0	0	1	9	5	0	1	0	9	0	14	26	15	1	29	5	0	12	104	5	15	15	0	15	6	4	7	18	12	15	1	6	3
hsa-miR-4747-5p	1	1	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-4748	3	4	7	6	7	2	3	1	8	14	0	22	0	5	0	3	0	1	0	2	9	9	7	3	11	0	11	1	0	5	20	8	0	0	0	0	4	4	3	3	2	3	1	7	3
hsa-miR-4749-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	1	0	0	0	1	0	0	0	1	4	0	0	1	0	0	1	1	2	0
hsa-miR-4749-5p	1	0	0	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4750-3p	0	0	0	0	0	0	0	1	2	3	1	0	1	0	0	0	0	0	0	0	0	4	0	6	2	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	15	29	8	6	62	0	17	12	13	19	4	49	0	0	0	12	1	0	0	2	3	0	0	29	22	0	81	4	1	1	107	0	0	3	6	3	12	1	14	6	14	12	6	10	0
hsa-miR-4753-3p	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-4753-5p	2	1	0	0	2	0	3	2	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	6	0	0	0	0	0	0	2	0	0	1	0	3	0	1
hsa-miR-4754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-4755-3p	2	8	0	0	1	0	3	1	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	13	0	0	4	0	0	0	2	0	0	8	0	10	1	1	2	1	3	2	0	0	0
hsa-miR-4755-5p	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
hsa-miR-4756-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-3p	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0
hsa-miR-4757-5p	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-4758-5p	2	3	3	4	1	1	4	7	6	64	45	67	69	64	4	83	48	103	113	13	114	263	259	118	102	161	114	152	125	105	184	24	174	27	6	31	0	11	7	8	8	9	6	0	8
hsa-miR-4761-3p	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-3p	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-5p	2	0	3	4	2	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	4	0	0	0	0	0	2	1	0	0	2	1	1	0	0
hsa-miR-4763-3p	0	1	0	0	0	0	0	0	0	0	1	0	0	1.5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4763-5p	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-3p	0	0	1	0	1	0	0	0	4	0	2	1	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
hsa-miR-4766-5p	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4767	9	13	2	2	4	0	1	2	7	18	4	2	0	0	0	7	8	1	7	3	5	19	1	10	12	0	28	15	0	15	15	0	0	2	5	17	12	3	5	4	14	13	4	3	7
hsa-miR-4768-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4769-3p	0	2	0	0	6	0	1	1	1	0	4	0	0	0	0	0	0	6	0	0	0	0	0	4	0	0	11	0	0	1	1	0	2	0	1	0	2	0	1	0	3	3	2	0	0
hsa-miR-4769-5p	0	2	0	2	3	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4772-3p	1	0	0	0	3	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0
hsa-miR-4772-5p	1	0	0	0	0	0	2	0	2	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	6	1	0	0	0	1	7	0	0	0	0	1	2	0	0	0
hsa-miR-4774-5p	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4775	4	6	0	1	18	2	4	3	7	1	6	8	0	0	0	0	0	0	4	0	0	0	0	7	6	0	12	1	0	0	15	3	3	1	0	0	1	3	2	4	3	8	2	2	1
hsa-miR-4777-3p	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	0	0	1	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
hsa-miR-4784	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4785	5	3	3	2	4	0	4	3	2	5	5	5	0	0	0	0	0	0	1	0	0	3	14	5	3	1	12	0	0	7	16	0	0	0	8	1	0	0	6	0	0	1	2	1	0
hsa-miR-4786-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
hsa-miR-4786-5p	0	1	4	2	2	0	3	1	0	5	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4
hsa-miR-4787-3p	0	0	0	0	1	0	1	2	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	1	0	0	1	0	0	1	0	0	0	2	2	0	0	0
hsa-miR-4787-5p	0	1	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-4793-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4795-5p	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-3p	1	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3
hsa-miR-4797-3p	0	1	0	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	1	0	0
hsa-miR-4798-5p	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-3p	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	0	1	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	3	0	0	1	0	3	0	0	2	2
hsa-miR-4800-3p	0	0	0	0	2	0	0	6	1	12	6	3	1	0	1	3	2	3	1	0	1	21	27	3	2	2	5	10	15	3	0	1	8	0	57	76	0	0	0	1	1	0	0	1	2
hsa-miR-4800-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-5p	0	2	0	5	8	1	1	3	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	9	1	0	3	0	0	0	0	2	0	1	1	0	0	0
hsa-miR-483-3p	4	13	12	4	1	5	6	12	4	26	74	8	2	4	0	10	13	0	22	8	35	13	101	4	17	14	10	34	31	46	2	15	22	13	11	3	3	30	1	5	6	7	27	14	14
hsa-miR-483-5p	18	34	4	7	11	10	17	26	16	45	36	40	2	2	3	12	4	2	4	9	34	12	48	15	36	4	61	13	5	30	10	1	5	2	23	5	13	11	5	15	14	20	11	6	12
hsa-miR-484	6765	6084	4360	3646	8313	1087	4474	4032	3646	2444	1362	1450	339	224	124	1115	238	375	543	249	663	1066	1300	2931	1870	350	3152	611	280	868	5344	174	469	887	718	693	3241	3582	4622	2271	5843	14369	4266	1967	2584
hsa-miR-485-3p	720	177	34	374	782	49	57	238	203	87	48	96	6	5	5	22	3	5	13	14	22	13	8	163	211	4	466	30	9	21	42	4	1	75	26	96	208	207	202	97	460	632	335	145	137
hsa-miR-485-5p	418	115	25	241	442	36	28	144	125	137	56	156	4	5	2	31	9	10	21	19	65	51	45	305	413	20	634	50	14	35	131	5	5	100	22	83	112	74	125	74	300	257	149	69	76
hsa-miR-486-3p	2680.5	2723	877	1136	2662	692.5	1934.5	1050.5	1289.5	3494	2119	1049.5	126.5	282	29	362.5	282	332.5	570	245.5	530	1190	1931	5199	4141	508	6681.5	1442.5	622	1550	5233	309	874.5	544	987.5	1303	1195.5	893	1257.5	1074	1522	1764.5	1170.5	1068	1056
hsa-miR-486-5p	90160.5	108428.5	63372	43137.5	108426.5	25012.5	224634.5	71518.5	65331.5	263181	177932	136466	29036	33699.5	6614	73955	67413.5	73633	70367.5	17250.5	73621.5	115515.5	318338	322835	154251.5	76550	286510.5	74791	67620.5	139320.5	287122	32524.5	116111	81344.5	100083.5	120495.5	62737	98480.5	74255	61954	77333	119725	104690.5	52749.5	56239.5
hsa-miR-487a-3p	13	1	1	10	17	1	1	5	3	13	5	10	1	0	0	0	0	1	0	2	2	0	0	11	17	0	32	0	0	2	1	1	0	0	2	5	10	6	2	7	12	12	7	3	2
hsa-miR-487a-5p	2	0	0	0	0	0	0	3	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	2	0	0	2	0	0	4	0	0
hsa-miR-487b-3p	374	123	13	174	250	19	25	110	91	96	53	106	3	9	4	16	11	7	16	12	23	50	32	201	222	8	427	17	17	12	53	20	15	68	20	44	120	104	79	35	220	365	191	56	71
hsa-miR-487b-5p	1	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	2	0	1	0
hsa-miR-488-3p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
hsa-miR-490-3p	2	12	2	8	21	0	2	3	21	20	12	77	7	4	4	15	1	1	2	1	11	18	14	99	139	16	105	34	38	76	4	4	0	10	9	0	1	2	1	1	5	3	2	3	0
hsa-miR-490-5p	0	0	0	0	3	0	0	0	2	0	0	9	0	0	0	5	0	0	0	0	0	4	0	10	17	3	20	2	0	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-3p	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-5p	2	3	5	1	4	0	2	2	7	2	0	3	0	0	0	0	4	0	0	0	0	0	3	10	5	0	4	0	0	0	23	4	0	0	0	0	0	2	5	0	1	5	3	0	0
hsa-miR-493-3p	60	17	8	52	81	4	7	30	43	52	15	21	0	2	3	13	1	3	9	2	11	21	9	159	54	8	89	15	6	19	22	3	7	40	7	53	22	15	6	13	67	89	29	22	5
hsa-miR-493-5p	274	99	13	172	336	6	6	99	91	180	40	131	6	4	1	15	6	2	2	14	35	25	28	294	296	9	677	15	18	14	74	1	7	61	25	47	113	58	45	30	166	262	91	40	33
hsa-miR-494-3p	71	24	4	58	57	4	9	34	18	9	19	24	10	1	0	0	2	0	0	3	7	5	2	39	68	0	65	4	0	8	7	4	3	8	1	7	31	17	15	2	33	65	41	13	22
hsa-miR-494-5p	1	2	0	3	2	0	0	0	1	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	3	0	0	1	0	0	0	5	3	3	0	0	1	2	0	0	0
hsa-miR-495-3p	17	6	1	22	30	1	1	12	3	4	0	4	0	0	0	0	0	0	0	0	0	0	0	12	10	0	20	0	0	0	6	0	0	0	1	0	13	7	6	3	17	28	21	4	7
hsa-miR-495-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-496	5	1	1	0	3	1	0	3	2	4	0	2	0	0	0	0	0	1	0	1	1	0	0	2	6	0	12	0	0	3	1	0	0	0	4	1	2	1	0	1	0	8	5	3	0
hsa-miR-497-3p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
hsa-miR-497-5p	50	61	21	66	90	24	25	26	53	41	47	24	7	4	0	10	6	3	7	11	7	26	81	127	81	2	104	15	6	21	89	4	8	11	8	9	27	34	33	17	34	34	64	18	14
hsa-miR-4999-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-5p	0	1	0	0	5	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	2	2	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	4	0	0	1	2	0	1	1	0	0
hsa-miR-499b-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
hsa-miR-5001-3p	2	2	7	1	0	0	2	2	1	1	7	0	0	1	0	2	0	0	3	0	0	0	0	1	1	0	2	6	0	0	4	0	1	0	0	2	1	0	0	0	1	2	3	0	0
hsa-miR-5001-5p	3	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	1	0	0	1	1	0
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	2	2
hsa-miR-5006-3p	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-5006-5p	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-5009-5p	0	0	0	1	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-500a-3p	135	166.5	49.5	76.83	232.5	22	91	64.5	129	111	92.5	174	7	30.5	3	48	15	5	29	15	62.5	63.5	98.33	187.5	193	19.5	284.5	49.5	40	77.5	357	15	12.5	29.5	65	24	51.5	53.5	78	40.5	96	173	71.5	22	46.5
hsa-miR-500a-5p	0	0	0	0	1	0	0	0	0.5	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	1	0	0
hsa-miR-500b-3p	0	1.5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-500b-5p	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-501-3p	30.5	37.5	22	21.33	47	10	28	14	26	37.5	42	68	0	11	1	14	1	10	15	4	29	18	47.33	85	85	14	70	17	4	49	65	2	4	6	7	14	13	23	23	12	22	49.5	29	4	7
hsa-miR-501-5p	4	0	0	4	3	2	2	0	0	1	3	3	10	0	0	1	0	0	1	0	0	0	0	1	0	0	9	4	0	1	4	0	0	0	0	0	4	0	1	1	3	1	4	1	0
hsa-miR-5010-3p	25	37	16	16	54	2	28	11	30	14	8	10	0	2	0	1	0	0	0	0	12	2	3	15	30	5	35	3	10	5	26	0	0	0	9	1	22	16	30	11	13	25	31	10	2
hsa-miR-5010-5p	79	118	41	81	137	35	153	120	70	158	95	200	21	33	3	66	21	15	33	31	111	81	118	191	224	47	233	69	45	58	258	32	29	94	61	41	70	56	109	48	95	128	68	32	53
hsa-miR-502-3p	6.5	18.5	8.5	2.83	8.5	6	12	4.5	11	8.5	13.5	17	1	0.5	0	0	0	1	7	0	3.5	4.5	21.33	13.5	13	2.5	19.5	6.5	2	7.5	19	1	1.5	6.5	1	2	0.5	13.5	8	2.5	8	12.5	8.5	5	5.5
hsa-miR-502-5p	0	2	1	0	2	0	0	5	5	1	0	3	0	0	0	2	0	0	0	0	0	4	1	1	7	0	7	0	0	6	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0
hsa-miR-503-3p	0	0	0	0	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-503-5p	2	3	1	0	1	0	1	0	5	5	3	3	0	0	6	0	1	0	0	0	0	0	0	12	7	0	7	0	0	2	14	0	0	0	3	0	1	0	2	2	1	0	2	0	0
hsa-miR-504-3p	0	2	0	0	2	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	3	0	0	0	4	0	1	0	0	1	0	1	0	0	0
hsa-miR-504-5p	1	5	1	6	3	2	5	1	4	6	1	2	0	0	0	8	0	2	1	1	0	0	0	2	2	0	5	0	4	0	9	0	0	0	3	0	0	1	3	1	2	9	0	0	0
hsa-miR-505-3p	355	359	154	170	487	40	178	154	207	36	42	46	6	2	0	20	2	2	16	0	16	20	21	94	54	3	104	3	3	22	128	1	2	18	18	10	121	152	191	89	242	422	157	78	86
hsa-miR-505-5p	31	59	9	22	96	8	23	16	22	21	9	24	1	1	0	4	0	0	1	0	13	1	0	16	15	2	82	2	0	6	31	1	9	0	6	0	14	16	26	14	27	28	11	2	10
hsa-miR-508-3p	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-508-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0
hsa-miR-509-3p	1.33	0.33	0.33	2	2	0	0	1	0	2.67	0	1	0	0.67	0	0.33	0	0.33	0	0	3	1	0	1.67	6.33	0.33	10.33	0	0	0	2.67	0	0.33	0	1	1	0	0	1	0	0	0	0	0.67	0
hsa-miR-5090	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	4	1	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
hsa-miR-5100	9	9	2	0	27	4	4	0	7	5	15	10	8	1	1	10	1	3	0	2	0	33	6	11	13	11	42	12	4	6	12	0	5	14	2	24	1	2	1	3	1	6	2	14	0
hsa-miR-511-5p	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
hsa-miR-512-3p	0	1.5	0	0	0	0	0	1.5	0	1.5	3	0	0	0	0	0	1	0	0	0	0	0	11.5	0	0	0	0.5	2.5	0	2	0	0.5	3	0	0	0	0	1.5	0	0	0	0	1.5	3	0
hsa-miR-513a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0
